gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
1,8,4,-70,-390,3882,0.02,0.12,0.08,-0.70,-3.90,38.82,-5.71,0.99,2.22,1.86,-0.48,-0.21
0,12,36,-314,-412,3942,0.02,0.18,0.29,-3.14,-4.12,39.42,-5.71,1.00,2.22,1.88,-0.57,-0.53
-5,39,44,-252,-457,3822,-0.01,0.40,0.53,-2.52,-4.57,38.22,-5.72,1.02,2.22,1.97,-1.05,-0.65
3,67,66,-23,-469,3857,0.01,0.77,0.88,-0.23,-4.69,38.57,-5.74,1.02,2.21,1.85,-1.59,-0.92
2,81,68,38,-382,3962,0.02,1.18,1.21,0.38,-3.82,39.62,-5.73,1.00,2.21,1.86,-1.93,-1.02
3,27,26,2,-399,3905,0.03,1.23,1.24,0.02,-3.99,39.05,-5.74,0.99,2.21,1.84,-1.11,-0.67
-1,19,20,-18,-381,3925,0.03,1.22,1.24,-0.18,-3.81,39.25,-5.73,0.98,2.20,1.90,-0.99,-0.62
0,2,22,-53,-369,3954,0.02,1.11,1.25,-0.53,-3.69,39.54,-5.71,0.98,2.20,1.88,-0.69,-0.64
-6,0,14,-64,-348,3932,-0.02,1.00,1.21,-0.64,-3.48,39.32,-5.70,0.98,2.19,1.98,-0.63,-0.56
-2,-19,17,-71,-366,3921,-0.03,0.79,1.19,-0.71,-3.66,39.21,-5.68,0.99,2.19,1.91,-0.28,-0.58
-1,-38,16,-65,-366,3942,-0.03,0.48,1.17,-0.65,-3.66,39.42,-5.66,0.99,2.18,1.89,0.11,-0.56
-7,-29,11,-20,-377,3899,-0.07,0.25,1.12,-0.20,-3.77,38.99,-5.66,0.97,2.18,1.99,0.05,-0.51
-6,-23,10,-18,-360,3889,-0.10,0.09,1.07,-0.18,-3.60,38.89,-5.65,0.95,2.17,1.99,0.01,-0.49
-1,-23,2,-43,-352,3926,-0.10,-0.06,0.98,-0.43,-3.52,39.26,-5.63,0.94,2.17,1.90,0.06,-0.40
3,-36,-4,-96,-376,3989,-0.07,-0.28,0.85,-0.96,-3.76,39.89,-5.62,0.96,2.17,1.83,0.32,-0.32
-3,-35,-2,-12,-398,3866,-0.08,-0.46,0.76,-0.12,-3.98,38.66,-5.63,0.94,2.16,1.93,0.36,-0.31
