gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
1,2,2,-70,-370,3904,0.01,0.05,1.26,-0.70,-3.70,39.04,-5.49,0.67,8.07,15813.82,-2141.55,-39607.75
2,0,1,-46,-378,3903,0.02,0.04,1.14,-0.46,-3.78,39.03,-5.51,0.67,8.07,15801.74,-2058.28,-38892.16
-1,-1,-1,-51,-363,3910,0.01,0.03,1.02,-0.51,-3.63,39.10,-5.49,0.68,8.06,15875.38,-2015.20,-38117.31
0,0,1,-63,-349,3908,0.01,0.03,0.92,-0.63,-3.49,39.08,-5.48,0.69,8.06,15798.47,-2070.06,-37706.52
1,1,1,-62,-367,3894,0.01,0.03,0.84,-0.62,-3.67,38.94,-5.47,0.71,8.06,15729.25,-2162.55,-37232.11
0,1,1,-67,-382,3904,0.01,0.04,0.76,-0.67,-3.82,39.04,-5.48,0.72,8.05,15788.17,-2219.80,-36805.73
0,1,2,-65,-378,3894,0.01,0.04,0.70,-0.65,-3.78,38.94,-5.48,0.74,8.05,15806.10,-2278.53,-36512.64
1,0,1,-59,-379,3894,0.02,0.03,0.63,-0.59,-3.79,38.94,-5.49,0.76,8.05,15786.58,-2280.26,-36105.68
3,-1,1,-54,-385,3905,0.03,0.02,0.57,-0.54,-3.85,39.05,-5.51,0.76,8.05,15725.61,-2233.14,-35792.28
2,-1,0,-48,-383,3898,0.04,0.02,0.52,-0.48,-3.83,38.98,-5.53,0.75,8.04,15781.57,-2184.29,-35419.30
1,-1,0,-56,-372,3898,0.04,0.01,0.47,-0.56,-3.72,38.98,-5.51,0.77,8.04,15770.71,-2199.63,-35134.55
1,-1,1,-63,-370,3907,0.05,0.00,0.43,-0.63,-3.70,39.07,-5.50,0.78,8.04,15736.35,-2226.09,-34969.19
1,0,1,-65,-383,3913,0.05,0.00,0.39,-0.65,-3.83,39.13,-5.51,0.80,8.04,15756.63,-2307.25,-34768.77
