gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
-5,-4,4,1,-336,3902,-0.12,-0.20,0.27,0.01,-3.36,39.02,-5.08,0.11,43.62,3.49,0.07,-8.01
-3,-2,8,14,-343,3911,-0.13,-0.19,0.29,0.14,-3.43,39.11,-5.08,0.09,43.62,3.45,0.03,-8.21
1,-1,6,-19,-345,3901,-0.11,-0.18,0.30,-0.19,-3.45,39.01,-5.07,0.11,43.62,3.36,-0.00,-8.10
0,0,7,-30,-342,3901,-0.10,-0.16,0.31,-0.30,-3.42,39.01,-5.07,0.12,43.62,3.37,-0.04,-8.15
-1,0,3,-34,-345,3902,-0.09,-0.15,0.30,-0.34,-3.45,39.02,-5.07,0.14,43.62,3.39,-0.05,-7.95
0,1,3,-23,-345,3913,-0.09,-0.13,0.29,-0.23,-3.45,39.13,-5.07,0.16,43.62,3.37,-0.09,-7.95
-2,-5,4,-24,-347,3916,-0.09,-0.14,0.28,-0.24,-3.47,39.16,-5.07,0.18,43.61,3.41,0.02,-8.00
-4,-5,6,-7,-344,3916,-0.10,-0.16,0.29,-0.07,-3.44,39.16,-5.06,0.16,43.61,3.45,0.04,-8.10
-6,-7,21,-17,-365,3894,-0.13,-0.19,0.39,-0.17,-3.65,38.94,-5.08,0.17,43.61,3.51,0.08,-8.85
-3,-5,23,-6,-349,3881,-0.14,-0.20,0.49,-0.06,-3.49,38.81,-5.09,0.15,43.61,3.46,0.06,-8.93
-1,-4,15,9,-332,3917,-0.13,-0.20,0.53,0.09,-3.32,39.17,-5.08,0.14,43.61,3.41,0.05,-8.52
0,-2,14,-13,-335,3918,-0.12,-0.19,0.57,-0.13,-3.35,39.18,-5.06,0.14,43.60,3.37,0.00,-8.46
1,2,18,-19,-342,3911,-0.10,-0.16,0.62,-0.19,-3.42,39.11,-5.05,0.16,43.60,3.34,-0.10,-8.66
2,3,20,-25,-335,3914,-0.08,-0.13,0.68,-0.25,-3.35,39.14,-5.04,0.17,43.60,3.31,-0.14,-8.75
6,11,27,-41,-348,3923,-0.03,-0.05,0.78,-0.41,-3.48,39.23,-5.04,0.19,43.60,3.22,-0.34,-9.09
5,11,33,-29,-348,3909,0.00,0.02,0.90,-0.29,-3.48,39.09,-5.05,0.21,43.59,3.23,-0.37,-9.37
8,11,33,15,-314,3953,0.05,0.09,1.01,0.15,-3.14,39.53,-5.03,0.20,43.59,3.14,-0.38,-9.35
6,10,25,42,-348,3889,0.08,0.14,1.06,0.42,-3.48,38.89,-5.03,0.18,43.58,3.18,-0.36,-8.93
3,6,10,26,-359,3879,0.09,0.16,1.02,0.26,-3.59,38.79,-5.04,0.16,43.58,3.24,-0.27,-8.18
4,6,7,24,-364,3894,0.11,0.18,0.96,0.24,-3.64,38.94,-5.05,0.15,43.58,3.22,-0.27,-8.03
2,4,2,7,-359,3895,0.11,0.19,0.87,0.07,-3.59,38.95,-5.06,0.14,43.57,3.27,-0.22,-7.79
1,4,-2,-1,-363,3902,0.10,0.19,0.77,-0.01,-3.63,39.02,-5.08,0.13,43.57,3.30,-0.22,-7.61
-1,0,-6,-22,-374,3919,0.09,0.18,0.66,-0.22,-3.74,39.19,-5.09,0.14,43.57,3.36,-0.14,-7.42
-1,-1,-7,-15,-345,3900,0.07,0.15,0.55,-0.15,-3.45,39.00,-5.09,0.16,43.57,3.36,-0.12,-7.39
-3,-4,-15,-13,-311,3898,0.05,0.11,0.41,-0.13,-3.11,38.98,-5.07,0.16,43.56,3.39,-0.05,-7.01
-2,-2,-16,-19,-321,3903,0.03,0.09,0.27,-0.19,-3.21,39.03,-5.05,0.16,43.56,3.36,-0.09,-6.98
3,4,1,-18,-301,3902,0.05,0.10,0.25,-0.18,-3.01,39.02,-5.03,0.17,43.56,3.25,-0.22,-7.85
7,11,8,-65,-223,3913,0.08,0.16,0.27,-0.65,-2.23,39.13,-5.01,0.18,43.56,3.14,-0.38,-8.20
4,8,2,-12,-343,3926,0.10,0.19,0.26,-0.12,-3.43,39.26,-5.00,0.18,43.56,3.19,-0.33,-7.90
3,7,1,-14,-378,3912,0.11,0.22,0.24,-0.14,-3.78,39.12,-5.01,0.18,43.56,3.22,-0.32,-7.85
1,4,6,-82,-416,3890,0.10,0.22,0.25,-0.82,-4.16,38.90,-5.03,0.19,43.56,3.27,-0.27,-8.10
-7,-2,17,-209,-326,3898,0.05,0.19,0.33,-2.09,-3.26,38.98,-5.02,0.21,43.56,3.44,-0.15,-8.65
-3,-4,2,-9,-347,3896,0.03,0.14,0.31,-0.09,-3.47,38.96,-5.04,0.20,43.56,3.38,-0.09,-7.89
0,-1,-5,-13,-367,3912,0.02,0.12,0.25,-0.13,-3.67,39.12,-5.05,0.20,43.56,3.33,-0.14,-7.54
2,-1,2,5,-321,3915,0.03,0.10,0.23,0.05,-3.21,39.15,-5.04,0.19,43.55,3.28,-0.13,-7.90
0,-4,5,-10,-312,3904,0.03,0.07,0.24,-0.10,-3.12,39.04,-5.02,0.19,43.55,3.31,-0.06,-8.05
-1,-2,5,4,-354,3885,0.02,0.05,0.25,0.04,-3.54,38.85,-5.03,0.17,43.55,3.34,-0.09,-8.05
-1,-1,5,6,-355,3899,0.01,0.04,0.25,0.06,-3.55,38.99,-5.04,0.16,43.55,3.34,-0.09,-8.05
-2,-4,1,18,-345,3904,-0.00,0.01,0.23,0.18,-3.45,39.04,-5.04,0.14,43.55,3.37,-0.01,-7.85
-1,-4,0,10,-344,3893,-0.01,-0.01,0.21,0.10,-3.44,38.93,-5.04,0.12,43.55,3.35,0.01,-7.80
0,-4,-2,12,-341,3905,-0.01,-0.04,0.18,0.12,-3.41,39.05,-5.04,0.10,43.55,3.33,0.02,-7.71
2,-2,0,11,-337,3892,0.01,-0.05,0.16,0.11,-3.37,38.92,-5.03,0.08,43.55,3.28,-0.00,-7.81
0,0,-10,-28,-330,3897,0.01,-0.04,0.08,-0.28,-3.30,38.97,-5.02,0.10,43.55,3.31,-0.05,-7.32
2,1,-19,-25,-333,3902,0.02,-0.03,-0.04,-0.25,-3.33,39.02,-5.02,0.12,43.55,3.26,-0.09,-6.88
4,0,-16,13,-371,3902,0.04,-0.03,-0.14,0.13,-3.71,39.02,-5.03,0.10,43.55,3.23,-0.06,-7.05
3,1,-11,12,-364,3896,0.05,-0.02,-0.19,0.12,-3.64,38.96,-5.04,0.09,43.55,3.25,-0.08,-7.31
3,0,-4,5,-338,3902,0.07,-0.02,-0.19,0.05,-3.38,39.02,-5.03,0.08,43.55,3.24,-0.05,-7.67
