gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
0,0,0,-60,-380,3901,0.04,0.01,-0.05,-0.60,-3.80,39.01,-5.68,1.09,5.37,3.81,-0.69,-0.53
0,0,-1,-42,-386,3905,0.03,0.01,-0.05,-0.42,-3.86,39.05,-5.67,1.07,5.37,3.80,-0.69,-0.45
2,-1,-1,-54,-394,3921,0.04,0.00,-0.05,-0.54,-3.94,39.21,-5.68,1.05,5.37,3.52,-0.53,-0.45
3,2,0,-78,-393,3919,0.05,0.02,-0.04,-0.78,-3.93,39.19,-5.69,1.07,5.37,3.40,-0.98,-0.53
1,1,-2,-92,-403,3901,0.06,0.02,-0.05,-0.92,-4.03,39.01,-5.70,1.09,5.37,3.71,-0.83,-0.37
1,0,-2,-103,-404,3892,0.06,0.02,-0.06,-1.03,-4.04,38.92,-5.71,1.10,5.37,3.72,-0.69,-0.38
0,0,0,-113,-380,3932,0.05,0.02,-0.05,-1.13,-3.80,39.32,-5.70,1.12,5.37,3.86,-0.71,-0.54
0,0,0,-105,-378,3901,0.05,0.02,-0.05,-1.05,-3.78,39.01,-5.69,1.14,5.37,3.84,-0.72,-0.53
1,-1,-1,-83,-391,3908,0.05,0.01,-0.05,-0.83,-3.91,39.08,-5.70,1.15,5.37,3.70,-0.59,-0.45
0,0,-1,-72,-386,3907,0.04,0.01,-0.05,-0.72,-3.86,39.07,-5.69,1.14,5.37,3.83,-0.74,-0.45
0,1,0,-34,-391,3900,0.04,0.01,-0.05,-0.34,-3.91,39.00,-5.69,1.12,5.37,3.83,-0.87,-0.53
2,0,0,-42,-383,3885,0.05,0.01,-0.04,-0.42,-3.83,38.85,-5.69,1.10,5.37,3.54,-0.71,-0.53
1,0,0,-59,-392,3933,0.05,0.01,-0.04,-0.59,-3.92,39.33,-5.69,1.08,5.37,3.69,-0.70,-0.52
0,0,-1,-70,-389,3914,0.04,0.01,-0.04,-0.70,-3.89,39.14,-5.68,1.06,5.37,3.83,-0.69,-0.44
1,0,-1,-86,-385,3911,0.04,0.01,-0.04,-0.86,-3.85,39.11,-5.68,1.08,5.37,3.68,-0.70,-0.44
1,0,-2,-96,-376,3906,0.05,0.01,-0.05,-0.96,-3.76,39.06,-5.67,1.10,5.37,3.68,-0.71,-0.37
1,1,0,-88,-378,3911,0.05,0.01,-0.04,-0.88,-3.78,39.11,-5.66,1.11,5.37,3.67,-0.86,-0.53
0,1,0,-81,-393,3903,0.04,0.02,-0.04,-0.81,-3.93,39.03,-5.67,1.12,5.37,3.83,-0.86,-0.53
1,0,-1,-84,-401,3915,0.04,0.02,-0.04,-0.84,-4.01,39.15,-5.69,1.13,5.37,3.69,-0.72,-0.44
1,0,-1,-81,-398,3923,0.05,0.01,-0.04,-0.81,-3.98,39.23,-5.70,1.14,5.37,3.70,-0.73,-0.45
1,0,1,-76,-391,3912,0.05,0.01,-0.03,-0.76,-3.91,39.12,-5.71,1.12,5.37,3.70,-0.72,-0.60
1,0,0,-64,-382,3922,0.05,0.01,-0.03,-0.64,-3.82,39.22,-5.69,1.11,5.37,3.70,-0.71,-0.52
