gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
-2,0,1,-59,-416,3908,-0.05,-0.04,0.00,-0.59,-4.16,39.08,-6.05,0.87,7.66,4.05,-0.56,-0.77
1,0,0,-42,-400,3914,-0.04,-0.03,0.00,-0.42,-4.00,39.14,-6.03,0.85,7.66,3.97,-0.55,-0.68
0,-2,1,-44,-394,3912,-0.04,-0.04,0.01,-0.44,-3.94,39.12,-6.02,0.84,7.66,3.98,-0.50,-0.76
0,-1,1,-50,-406,3914,-0.03,-0.04,0.02,-0.50,-4.06,39.14,-6.01,0.83,7.66,3.97,-0.51,-0.76
1,-1,1,-51,-427,3903,-0.02,-0.05,0.02,-0.51,-4.27,39.03,-6.03,0.82,7.66,3.96,-0.51,-0.75
0,-2,1,-54,-422,3906,-0.02,-0.05,0.02,-0.54,-4.22,39.06,-6.04,0.82,7.66,3.99,-0.48,-0.75
0,-2,-1,-62,-423,3905,-0.02,-0.06,0.02,-0.62,-4.23,39.05,-6.06,0.83,7.66,4.00,-0.49,-0.59
1,-2,-1,-64,-423,3917,-0.01,-0.07,0.01,-0.64,-4.23,39.17,-6.07,0.84,7.66,3.99,-0.50,-0.60
0,-2,-2,-58,-409,3914,-0.01,-0.07,-0.01,-0.58,-4.09,39.14,-6.05,0.84,7.66,4.00,-0.49,-0.53
0,0,-2,-61,-409,3912,-0.01,-0.07,-0.02,-0.61,-4.09,39.12,-6.04,0.85,7.66,3.99,-0.54,-0.54
0,1,-2,-59,-407,3922,-0.01,-0.05,-0.03,-0.59,-4.07,39.22,-6.02,0.85,7.66,3.98,-0.57,-0.55
-1,1,-1,-53,-397,3919,-0.01,-0.04,-0.03,-0.53,-3.97,39.19,-6.00,0.84,7.66,3.99,-0.57,-0.64
0,1,-1,-50,-401,3907,-0.01,-0.03,-0.03,-0.50,-4.01,39.07,-5.99,0.83,7.66,3.96,-0.56,-0.64
0,2,0,-52,-408,3913,-0.01,-0.02,-0.03,-0.52,-4.08,39.13,-5.98,0.82,7.66,3.95,-0.57,-0.72
-1,1,0,-58,-421,3909,-0.02,-0.01,-0.03,-0.58,-4.21,39.09,-6.00,0.82,7.66,3.98,-0.56,-0.72
-1,2,0,-56,-422,3907,-0.02,0.00,-0.02,-0.56,-4.22,39.07,-6.02,0.82,7.66,4.00,-0.58,-0.72
0,1,0,-56,-422,3910,-0.02,0.01,-0.02,-0.56,-4.22,39.10,-6.04,0.82,7.66,3.99,-0.56,-0.71
0,0,0,-62,-417,3919,-0.02,0.01,-0.02,-0.62,-4.17,39.19,-6.04,0.84,7.66,3.99,-0.55,-0.71
-2,1,1,-61,-403,3930,-0.03,0.01,-0.01,-0.61,-4.03,39.30,-6.03,0.84,7.66,4.03,-0.58,-0.79
-1,2,1,-63,-395,3926,-0.03,0.03,-0.00,-0.63,-3.95,39.26,-6.01,0.84,7.66,3.99,-0.61,-0.78
-1,2,1,-54,-392,3911,-0.03,0.04,0.00,-0.54,-3.92,39.11,-5.99,0.84,7.66,3.98,-0.61,-0.77
0,2,0,-40,-408,3899,-0.03,0.04,0.00,-0.40,-4.08,38.99,-5.99,0.82,7.66,3.96,-0.60,-0.69
0,0,-1,-46,-414,3921,-0.03,0.04,-0.00,-0.46,-4.14,39.21,-5.99,0.81,7.66,3.96,-0.54,-0.61
0,0,0,-57,-411,3913,-0.02,0.04,-0.00,-0.57,-4.11,39.13,-6.00,0.82,7.66,3.96,-0.55,-0.69
-1,0,-1,-61,-428,3906,-0.03,0.03,-0.01,-0.61,-4.28,39.06,-6.01,0.83,7.66,4.00,-0.56,-0.61
0,0,-1,-63,-423,3911,-0.03,0.03,-0.01,-0.63,-4.23,39.11,-6.03,0.84,7.66,3.99,-0.56,-0.62
0,0,-2,-62,-414,3908,-0.02,0.03,-0.03,-0.62,-4.14,39.08,-6.03,0.86,7.66,3.99,-0.57,-0.55
0,0,-2,-62,-415,3913,-0.02,0.02,-0.04,-0.62,-4.15,39.13,-6.04,0.87,7.66,3.99,-0.58,-0.56
-1,0,0,-61,-403,3910,-0.02,0.02,-0.03,-0.61,-4.03,39.10,-6.02,0.87,7.66,4.00,-0.58,-0.72
