gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
-2,-2,0,-5,-393,3897,-0.04,0.03,-1.02,-0.05,-3.93,38.97,-5.36,0.17,51.84,3.59,-0.08,-3.14
-2,-4,-2,-3,-364,3881,-0.04,0.00,-0.93,-0.03,-3.64,38.81,-5.36,0.15,51.84,3.59,-0.02,-2.80
-3,-7,-1,7,-359,3887,-0.06,-0.04,-0.84,0.07,-3.59,38.87,-5.35,0.13,51.85,3.61,0.07,-2.76
-4,-7,0,13,-357,3899,-0.08,-0.08,-0.76,0.13,-3.57,38.99,-5.35,0.11,51.85,3.63,0.09,-2.73
-4,-7,0,8,-367,3898,-0.09,-0.11,-0.68,0.08,-3.67,38.98,-5.35,0.09,51.85,3.64,0.11,-2.62
-5,-9,3,-6,-352,3887,-0.11,-0.16,-0.60,-0.06,-3.52,38.87,-5.33,0.09,51.85,3.65,0.17,-2.79
-5,-8,5,-8,-350,3866,-0.13,-0.19,-0.51,-0.08,-3.50,38.66,-5.32,0.09,51.86,3.65,0.15,-2.85
-3,-7,6,-27,-348,3901,-0.14,-0.21,-0.42,-0.27,-3.48,39.01,-5.31,0.11,51.86,3.60,0.13,-2.82
-2,-7,6,-38,-351,3903,-0.14,-0.24,-0.34,-0.38,-3.51,39.03,-5.30,0.12,51.86,3.58,0.12,-2.69
-3,-4,4,-16,-365,3895,-0.14,-0.24,-0.28,-0.16,-3.65,38.95,-5.31,0.14,51.86,3.60,0.05,-2.40
-1,-5,5,-13,-363,3905,-0.13,-0.24,-0.22,-0.13,-3.63,39.05,-5.31,0.16,51.86,3.56,0.06,-2.41
-1,-1,7,-13,-359,3893,-0.13,-0.22,-0.16,-0.13,-3.59,38.93,-5.30,0.17,51.86,3.55,-0.03,-2.51
-1,-1,8,-9,-354,3896,-0.12,-0.21,-0.09,-0.09,-3.54,38.96,-5.28,0.16,51.86,3.54,-0.03,-2.51
0,1,11,15,-346,3903,-0.11,-0.18,-0.02,0.15,-3.46,39.03,-5.27,0.14,51.86,3.51,-0.07,-2.70
0,2,12,-6,-363,3906,-0.10,-0.15,0.06,-0.06,-3.63,39.06,-5.28,0.13,51.86,3.51,-0.08,-2.69
0,2,9,-19,-358,3898,-0.09,-0.12,0.11,-0.19,-3.58,38.98,-5.28,0.15,51.86,3.51,-0.10,-2.30
-1,2,9,-23,-354,3894,-0.08,-0.10,0.15,-0.23,-3.54,38.94,-5.27,0.16,51.86,3.52,-0.12,-2.24
2,0,9,-27,-361,3894,-0.06,-0.09,0.19,-0.27,-3.61,38.94,-5.27,0.18,51.86,3.46,-0.09,-2.17
2,2,7,-27,-363,3906,-0.05,-0.07,0.21,-0.27,-3.63,39.06,-5.28,0.20,51.86,3.45,-0.15,-1.93
-4,-3,6,-34,-306,3886,-0.07,-0.08,0.23,-0.34,-3.06,38.86,-5.26,0.20,51.86,3.57,-0.05,-1.81
0,-5,4,-3,-356,3901,-0.06,-0.10,0.23,-0.03,-3.56,39.01,-5.25,0.19,51.86,3.48,0.01,-1.60
2,0,6,-5,-364,3903,-0.04,-0.09,0.24,-0.05,-3.64,39.03,-5.26,0.17,51.85,3.45,-0.09,-1.78
2,0,3,-8,-388,3888,-0.02,-0.08,0.24,-0.08,-3.88,38.88,-5.28,0.17,51.85,3.45,-0.09,-1.49
-1,-3,-2,-7,-378,3901,-0.03,-0.09,0.20,-0.07,-3.78,39.01,-5.30,0.16,51.85,3.53,-0.02,-1.04
-1,-3,-1,-15,-353,3916,-0.03,-0.10,0.18,-0.15,-3.53,39.16,-5.28,0.17,51.85,3.52,-0.02,-1.18
1,-1,1,-21,-361,3891,-0.02,-0.10,0.16,-0.21,-3.61,38.91,-5.29,0.19,51.85,3.47,-0.08,-1.40
1,-1,0,-23,-365,3888,-0.01,-0.09,0.15,-0.23,-3.65,38.88,-5.29,0.20,51.85,3.48,-0.09,-1.32
0,-2,-3,-17,-351,3885,-0.01,-0.10,0.12,-0.17,-3.51,38.85,-5.28,0.21,51.85,3.49,-0.07,-1.07
0,-2,-2,-14,-349,3892,-0.01,-0.10,0.09,-0.14,-3.49,38.92,-5.26,0.21,51.85,3.47,-0.07,-1.21
6,0,-7,12,-337,3858,0.03,-0.09,0.04,0.12,-3.37,38.58,-5.25,0.19,51.85,3.33,-0.10,-0.78
9,10,-18,-64,-374,3944,0.08,-0.02,-0.07,-0.64,-3.74,39.44,-5.25,0.21,51.85,3.26,-0.34,0.16
3,1,-6,3,-325,3885,0.09,-0.01,-0.10,0.03,-3.25,38.85,-5.24,0.20,51.85,3.37,-0.15,-1.11
5,2,-5,-13,-376,3880,0.11,0.00,-0.12,-0.13,-3.76,38.80,-5.25,0.20,51.85,3.34,-0.17,-1.24
8,-1,10,15,-327,3878,0.15,-0.00,-0.05,0.15,-3.27,38.78,-5.24,0.19,51.85,3.26,-0.10,-2.65
2,5,8,-7,-298,3863,0.15,0.03,0.00,-0.07,-2.98,38.63,-5.22,0.19,51.85,3.37,-0.23,-2.36
11,10,-30,-37,-282,3907,0.20,0.08,-0.18,-0.37,-2.82,39.07,-5.20,0.19,51.85,3.16,-0.35,1.21
2,-4,-40,-33,-286,3901,0.19,0.05,-0.41,-0.33,-2.86,39.01,-5.18,0.20,51.85,3.33,-0.06,1.88
-2,-5,-57,-48,-428,3876,0.16,0.02,-0.71,-0.48,-4.28,38.76,-5.20,0.20,51.86,3.43,-0.04,3.13
2,-2,-51,-22,-455,3911,0.16,0.00,-0.95,-0.22,-4.55,39.11,-5.22,0.21,51.86,3.36,-0.10,2.15
-2,-1,-12,7,-375,3898,0.13,-0.00,-0.93,0.07,-3.75,38.98,-5.23,0.19,51.86,3.46,-0.11,-1.78
0,-1,-8,1,-368,3892,0.12,-0.01,-0.89,0.01,-3.68,38.92,-5.24,0.18,51.87,3.43,-0.09,-2.12
3,-2,6,-15,-341,3904,0.12,-0.02,-0.76,-0.15,-3.41,39.04,-5.22,0.18,51.87,3.35,-0.07,-3.35
4,-1,8,-21,-358,3898,0.13,-0.02,-0.64,-0.21,-3.58,38.98,-5.23,0.20,51.87,3.33,-0.10,-3.36
0,-3,-3,-26,-300,3889,0.12,-0.04,-0.59,-0.26,-3.00,38.89,-5.21,0.20,51.87,3.40,-0.06,-2.17
