gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
-3,-7,-63,-50,-455,3901,-0.03,-0.15,-3.38,-0.50,-4.55,39.01,-4.64,-0.24,115.15,3.13,0.34,-8.61
-4,-7,-22,-42,-401,3884,-0.06,-0.18,-3.18,-0.42,-4.01,38.84,-4.65,-0.23,115.16,3.17,0.35,-11.87
-6,-8,-2,-38,-367,3904,-0.09,-0.21,-2.87,-0.38,-3.67,39.04,-4.66,-0.22,115.18,3.22,0.37,-13.24
-6,-10,-4,-33,-350,3892,-0.11,-0.25,-2.61,-0.33,-3.50,38.92,-4.68,-0.21,115.19,3.24,0.41,-12.79
-8,-13,-10,3,-323,3902,-0.15,-0.30,-2.41,0.03,-3.23,39.02,-4.68,-0.19,115.20,3.29,0.48,-12.07
-5,-10,-1,-13,-342,3927,-0.17,-0.33,-2.18,-0.13,-3.42,39.27,-4.69,-0.18,115.20,3.24,0.41,-12.59
-4,-10,1,-12,-330,3935,-0.17,-0.36,-1.95,-0.12,-3.30,39.35,-4.70,-0.17,115.21,3.23,0.41,-12.52
-3,-9,10,-25,-323,3921,-0.18,-0.38,-1.70,-0.25,-3.23,39.21,-4.70,-0.15,115.22,3.21,0.39,-13.01
-5,-8,13,-28,-333,3935,-0.19,-0.39,-1.45,-0.28,-3.33,39.35,-4.71,-0.13,115.22,3.26,0.36,-13.00
-12,-11,14,-43,-345,3904,-0.24,-0.42,-1.22,-0.43,-3.45,39.04,-4.71,-0.12,115.23,3.42,0.42,-12.84
-10,-12,11,-75,-361,3924,-0.28,-0.45,-1.03,-0.75,-3.61,39.24,-4.72,-0.11,115.23,3.40,0.44,-12.39
-4,-5,2,-103,-387,3923,-0.28,-0.44,-0.91,-1.03,-3.87,39.23,-4.73,-0.09,115.24,3.28,0.28,-11.51
-5,-4,3,-94,-382,3901,-0.28,-0.42,-0.80,-0.94,-3.82,39.01,-4.74,-0.08,115.24,3.31,0.25,-11.48
-3,4,6,-52,-353,3893,-0.27,-0.35,-0.69,-0.52,-3.53,38.93,-4.75,-0.06,115.24,3.27,0.06,-11.61
-2,5,13,-34,-342,3877,-0.25,-0.28,-0.54,-0.34,-3.42,38.77,-4.76,-0.05,115.24,3.25,0.01,-12.04
-1,6,12,5,-347,3934,-0.24,-0.22,-0.41,0.05,-3.47,39.34,-4.78,-0.05,115.25,3.24,-0.03,-11.82
-1,4,11,2,-336,3897,-0.22,-0.17,-0.30,0.02,-3.36,38.97,-4.80,-0.05,115.25,3.25,-0.00,-11.63
-4,-13,243,-177,86,3866,-0.22,-0.24,1.21,-1.77,0.86,38.66,-4.78,-0.04,115.24,3.30,0.36,-20.00
-5,-18,312,-29,-472,3867,-0.23,-0.32,2.99,-0.29,-4.72,38.67,-4.80,-0.04,115.23,3.33,0.48,-20.00
9,13,175,-71,-381,3947,-0.15,-0.21,3.76,-0.71,-3.81,39.47,-4.81,-0.02,115.21,3.04,-0.19,-20.00
-5,9,157,-40,-325,3924,-0.17,-0.13,4.34,-0.40,-3.25,39.24,-4.81,-0.00,115.20,3.32,-0.14,-19.07
13,1,117,-10,-320,3862,-0.07,-0.11,4.62,-0.10,-3.20,38.62,-4.80,0.01,115.18,2.93,0.00,-15.39
-6,-6,102,-26,-363,3966,-0.10,-0.14,4.78,-0.26,-3.63,39.66,-4.82,0.03,115.16,3.33,0.14,-13.94
0,8,60,28,-149,3898,-0.09,-0.08,4.67,0.28,-1.49,38.98,-4.80,0.03,115.14,3.19,-0.16,-10.50
-2,8,78,-49,-175,3853,-0.09,-0.02,4.68,-0.49,-1.75,38.53,-4.78,0.03,115.12,3.22,-0.18,-12.02
1,3,131,-54,-349,3821,-0.08,-0.00,5.01,-0.54,-3.49,38.21,-4.79,0.05,115.10,3.16,-0.09,-16.15
1,11,126,12,-408,3975,-0.06,0.07,5.28,0.12,-4.08,39.75,-4.81,0.05,115.08,3.17,-0.27,-15.44
3,17,19,94,-628,3927,-0.04,0.16,4.87,0.94,-6.28,39.27,-4.83,0.04,115.06,3.14,-0.42,-6.81
1,13,10,59,-489,3933,-0.03,0.23,4.44,0.59,-4.89,39.33,-4.85,0.04,115.04,3.19,-0.35,-6.50
0,4,4,23,-377,3908,-0.03,0.23,4.02,0.23,-3.77,39.08,-4.86,0.03,115.03,3.22,-0.17,-6.43
-1,7,9,18,-374,3894,-0.03,0.25,3.67,0.18,-3.74,38.94,-4.88,0.03,115.01,3.25,-0.23,-7.22
-1,8,16,-14,-356,3916,-0.03,0.27,3.40,-0.14,-3.56,39.16,-4.89,0.04,115.00,3.26,-0.26,-8.10
-3,8,18,-9,-351,3914,-0.05,0.29,3.17,-0.09,-3.51,39.14,-4.91,0.05,114.99,3.32,-0.27,-8.51
-7,1,91,10,-396,3926,-0.09,0.27,3.41,0.10,-3.96,39.26,-4.93,0.05,114.97,3.42,-0.12,-14.45
-7,3,110,-14,-401,3923,-0.12,0.26,3.74,-0.14,-4.01,39.23,-4.95,0.05,114.96,3.44,-0.17,-15.70
-1,6,117,-61,-363,3921,-0.11,0.27,4.08,-0.61,-3.63,39.21,-4.96,0.07,114.94,3.32,-0.24,-15.94
0,6,113,-67,-345,3905,-0.10,0.28,4.36,-0.67,-3.45,39.05,-4.96,0.09,114.93,3.30,-0.26,-15.30
2,0,40,-69,-363,3878,-0.08,0.25,4.17,-0.69,-3.63,38.78,-4.97,0.11,114.91,3.26,-0.14,-9.32
-3,1,37,-31,-341,3930,-0.09,0.23,3.98,-0.31,-3.41,39.30,-4.97,0.13,114.89,3.36,-0.17,-9.26
-4,-7,36,-35,-342,3927,-0.11,0.17,3.80,-0.35,-3.42,39.27,-4.97,0.15,114.88,3.39,-0.00,-9.37
-5,-5,37,-52,-346,3907,-0.13,0.12,3.65,-0.52,-3.46,39.07,-4.97,0.17,114.86,3.42,-0.05,-9.61
-2,-4,25,-34,-341,3926,-0.13,0.08,3.43,-0.34,-3.41,39.26,-4.97,0.19,114.85,3.35,-0.07,-8.82
