gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
0,0,0,-46,-428,3909,-0.00,0.01,0.00,-0.46,-4.28,39.09,-6.28,0.68,4.41,4.15,-0.45,-0.40
0,0,0,-38,-432,3914,-0.00,0.01,0.00,-0.38,-4.32,39.14,-6.29,0.66,4.41,4.15,-0.44,-0.40
-1,1,0,-43,-431,3919,-0.01,0.01,0.00,-0.43,-4.31,39.19,-6.28,0.64,4.41,4.17,-0.45,-0.40
0,-1,0,-40,-428,3914,-0.01,0.00,0.00,-0.40,-4.28,39.14,-6.27,0.63,4.41,4.14,-0.40,-0.40
-1,-2,0,-44,-428,3917,-0.01,-0.01,0.00,-0.44,-4.28,39.17,-6.25,0.63,4.41,4.15,-0.38,-0.40
-1,-1,0,-46,-431,3916,-0.02,-0.01,0.00,-0.46,-4.31,39.16,-6.27,0.65,4.41,4.16,-0.40,-0.40
0,0,0,-45,-433,3910,-0.01,-0.01,0.00,-0.45,-4.33,39.10,-6.28,0.65,4.41,4.15,-0.43,-0.40
-1,0,1,-48,-434,3908,-0.02,-0.01,0.01,-0.48,-4.34,39.08,-6.30,0.66,4.41,4.18,-0.43,-0.47
0,0,0,-57,-442,3899,-0.02,-0.01,0.01,-0.57,-4.42,38.99,-6.31,0.68,4.41,4.17,-0.44,-0.39
0,-1,1,-44,-422,3917,-0.02,-0.02,0.01,-0.44,-4.22,39.17,-6.29,0.67,4.41,4.16,-0.42,-0.47
0,-1,1,-47,-434,3916,-0.01,-0.02,0.02,-0.47,-4.34,39.16,-6.31,0.68,4.41,4.17,-0.42,-0.46
0,0,1,-45,-437,3903,-0.01,-0.02,0.02,-0.45,-4.37,39.03,-6.33,0.67,4.41,4.18,-0.44,-0.46
0,0,1,-43,-437,3906,-0.01,-0.02,0.03,-0.43,-4.37,39.06,-6.34,0.66,4.41,4.19,-0.43,-0.46
0,0,1,-46,-431,3900,-0.01,-0.01,0.03,-0.46,-4.31,39.00,-6.32,0.67,4.41,4.18,-0.44,-0.45
0,0,1,-43,-428,3898,-0.01,-0.01,0.03,-0.43,-4.28,38.98,-6.31,0.66,4.41,4.17,-0.43,-0.45
0,-1,2,-48,-434,3906,-0.01,-0.02,0.04,-0.48,-4.34,39.06,-6.32,0.67,4.41,4.17,-0.42,-0.52
0,-1,1,-50,-436,3903,-0.01,-0.02,0.04,-0.50,-4.36,39.03,-6.33,0.68,4.41,4.18,-0.43,-0.44
0,-1,1,-43,-432,3901,-0.01,-0.03,0.04,-0.43,-4.32,39.01,-6.33,0.67,4.41,4.18,-0.41,-0.43
0,-1,1,-41,-436,3922,-0.01,-0.03,0.05,-0.41,-4.36,39.22,-6.33,0.65,4.41,4.18,-0.40,-0.43
0,0,1,-51,-434,3916,-0.01,-0.03,0.05,-0.51,-4.34,39.16,-6.33,0.67,4.41,4.18,-0.43,-0.43
1,0,1,-59,-440,3907,0.00,-0.02,0.05,-0.59,-4.40,39.07,-6.34,0.68,4.41,4.16,-0.44,-0.43
0,-1,1,-47,-441,3904,0.00,-0.03,0.05,-0.47,-4.41,39.04,-6.36,0.68,4.41,4.20,-0.42,-0.43
0,-1,0,-54,-430,3912,0.00,-0.03,0.05,-0.54,-4.30,39.12,-6.35,0.70,4.41,4.19,-0.43,-0.35
-1,1,1,-39,-439,3916,-0.01,-0.02,0.05,-0.39,-4.39,39.16,-6.35,0.68,4.41,4.21,-0.46,-0.43
0,1,1,-42,-430,3920,-0.00,-0.01,0.05,-0.42,-4.30,39.20,-6.34,0.67,4.41,4.18,-0.46,-0.43
0,0,0,-43,-432,3905,-0.00,-0.01,0.04,-0.43,-4.32,39.05,-6.33,0.65,4.41,4.18,-0.43,-0.35
-1,-1,0,-45,-434,3890,-0.01,-0.02,0.04,-0.45,-4.34,38.90,-6.35,0.66,4.41,4.21,-0.41,-0.36
-1,-2,0,-41,-434,3906,-0.02,-0.03,0.04,-0.41,-4.34,39.06,-6.34,0.64,4.41,4.21,-0.37,-0.36
0,-2,1,-46,-432,3918,-0.01,-0.04,0.04,-0.46,-4.32,39.18,-6.33,0.65,4.41,4.18,-0.38,-0.44
-1,-1,2,-54,-436,3911,-0.02,-0.04,0.05,-0.54,-4.36,39.11,-6.33,0.66,4.41,4.21,-0.41,-0.52
0,-1,3,-53,-438,3909,-0.02,-0.04,0.06,-0.53,-4.38,39.09,-6.34,0.68,4.41,4.19,-0.42,-0.59
-3,-3,3,-53,-415,3898,-0.03,-0.06,0.07,-0.53,-4.15,38.98,-6.32,0.69,4.41,4.24,-0.38,-0.57
-2,-3,5,-48,-423,3907,-0.04,-0.07,0.10,-0.48,-4.23,39.07,-6.31,0.69,4.41,4.21,-0.37,-0.72
-1,-2,5,-44,-450,3914,-0.04,-0.07,0.12,-0.44,-4.50,39.14,-6.33,0.68,4.41,4.21,-0.39,-0.70
-2,-2,5,-39,-460,3909,-0.05,-0.08,0.14,-0.39,-4.60,39.09,-6.34,0.68,4.41,4.24,-0.39,-0.68
-1,-2,1,-44,-452,3898,-0.05,-0.08,0.13,-0.44,-4.52,38.98,-6.36,0.68,4.40,4.23,-0.38,-0.35
-1,-1,1,-42,-448,3905,-0.05,-0.08,0.12,-0.42,-4.48,39.05,-6.38,0.67,4.40,4.24,-0.40,-0.35
-1,-1,1,-50,-437,3914,-0.05,-0.08,0.12,-0.50,-4.37,39.14,-6.38,0.69,4.40,4.24,-0.41,-0.36
0,-1,0,-55,-435,3922,-0.05,-0.08,0.10,-0.55,-4.35,39.22,-6.37,0.70,4.40,4.22,-0.42,-0.29
-1,-1,1,-49,-441,3906,-0.05,-0.08,0.10,-0.49,-4.41,39.06,-6.39,0.71,4.40,4.25,-0.43,-0.38
-1,-1,2,-49,-437,3907,-0.05,-0.07,0.10,-0.49,-4.37,39.07,-6.38,0.72,4.40,4.24,-0.44,-0.46
-1,1,0,-53,-436,3910,-0.05,-0.06,0.09,-0.53,-4.36,39.10,-6.37,0.74,4.40,4.24,-0.49,-0.30
0,1,0,-44,-427,3911,-0.05,-0.05,0.08,-0.44,-4.27,39.11,-6.36,0.73,4.40,4.21,-0.49,-0.31
0,1,0,-41,-435,3904,-0.04,-0.04,0.07,-0.41,-4.35,39.04,-6.36,0.71,4.40,4.21,-0.48,-0.32
-1,0,0,-39,-427,3909,-0.04,-0.03,0.07,-0.39,-4.27,39.09,-6.35,0.70,4.40,4.22,-0.45,-0.33
0,-1,1,-45,-437,3908,-0.04,-0.04,0.07,-0.45,-4.37,39.08,-6.36,0.68,4.40,4.21,-0.42,-0.41
0,0,1,-49,-444,3911,-0.04,-0.03,0.07,-0.49,-4.44,39.11,-6.38,0.69,4.40,4.22,-0.44,-0.41
0,-1,1,-51,-442,3895,-0.03,-0.04,0.07,-0.51,-4.42,38.95,-6.39,0.70,4.40,4.23,-0.43,-0.41
0,-1,1,-56,-447,3894,-0.03,-0.04,0.06,-0.56,-4.47,38.94,-6.41,0.71,4.40,4.24,-0.44,-0.41
-1,-1,22,-52,-434,3930,-0.03,-0.04,0.19,-0.52,-4.34,39.30,-6.39,0.71,4.40,4.25,-0.44,-2.06
-1,0,24,-36,-481,3912,-0.04,-0.04,0.32,-0.36,-4.81,39.12,-6.41,0.71,4.40,4.26,-0.46,-2.09
-1,1,5,-43,-467,3905,-0.04,-0.03,0.32,-0.43,-4.67,39.05,-6.43,0.71,4.40,4.27,-0.48,-0.48
-1,2,6,-44,-427,3911,-0.04,-0.01,0.32,-0.44,-4.27,39.11,-6.41,0.70,4.40,4.26,-0.50,-0.56
-2,0,3,-45,-436,3914,-0.05,-0.01,0.31,-0.45,-4.36,39.14,-6.39,0.69,4.39,4.27,-0.45,-0.32
0,0,-1,-47,-431,3920,-0.04,-0.01,0.27,-0.47,-4.31,39.20,-6.38,0.69,4.39,4.22,-0.45,-0.02
-1,2,1,-46,-441,3920,-0.05,0.00,0.25,-0.46,-4.41,39.20,-6.39,0.68,4.39,4.25,-0.49,-0.21
0,1,-1,-42,-446,3918,-0.04,0.01,0.22,-0.42,-4.46,39.18,-6.41,0.67,4.39,4.24,-0.46,-0.08
0,2,-2,-53,-433,3905,-0.04,0.02,0.19,-0.53,-4.33,39.05,-6.40,0.68,4.39,4.23,-0.50,-0.03
0,2,-1,-48,-430,3902,-0.03,0.03,0.16,-0.48,-4.30,39.02,-6.38,0.69,4.39,4.22,-0.50,-0.14
0,2,-1,-44,-437,3923,-0.03,0.04,0.14,-0.44,-4.37,39.23,-6.37,0.67,4.39,4.21,-0.49,-0.16
-2,2,0,-46,-440,3924,-0.04,0.05,0.12,-0.46,-4.40,39.24,-6.39,0.67,4.39,4.27,-0.50,-0.26
2,2,-1,-54,-430,3921,-0.02,0.06,0.11,-0.54,-4.30,39.21,-6.38,0.68,4.39,4.17,-0.51,-0.20
1,3,-1,-38,-434,3903,-0.01,0.07,0.09,-0.38,-4.34,39.03,-6.37,0.66,4.39,4.19,-0.52,-0.22
1,3,-2,-47,-431,3902,-0.01,0.08,0.07,-0.47,-4.31,39.02,-6.35,0.67,4.39,4.18,-0.52,-0.15
1,2,-1,-49,-435,3905,-0.00,0.08,0.06,-0.49,-4.35,39.05,-6.36,0.69,4.39,4.17,-0.52,-0.25
1,4,-3,-56,-429,3901,0.01,0.10,0.03,-0.56,-4.29,39.01,-6.35,0.70,4.39,4.17,-0.57,-0.11
0,4,-3,-50,-425,3906,0.01,0.11,0.01,-0.50,-4.25,39.06,-6.33,0.71,4.39,4.17,-0.58,-0.13
0,4,-2,-45,-448,3917,0.00,0.13,-0.00,-0.45,-4.48,39.17,-6.35,0.70,4.39,4.19,-0.58,-0.23
0,3,-1,-44,-439,3906,0.00,0.13,-0.01,-0.44,-4.39,39.06,-6.36,0.69,4.39,4.20,-0.55,-0.32
0,1,-1,-45,-433,3910,0.00,0.13,-0.01,-0.45,-4.33,39.10,-6.35,0.68,4.39,4.19,-0.50,-0.33
1,1,-2,-48,-431,3913,0.01,0.12,-0.02,-0.48,-4.31,39.13,-6.33,0.69,4.39,4.15,-0.51,-0.25
0,1,-2,-42,-433,3918,0.01,0.11,-0.03,-0.42,-4.33,39.18,-6.32,0.67,4.39,4.17,-0.49,-0.26
0,1,-2,-45,-430,3905,0.01,0.11,-0.04,-0.45,-4.30,39.05,-6.31,0.66,4.39,4.16,-0.49,-0.27
0,1,-3,-48,-438,3924,0.01,0.10,-0.06,-0.48,-4.38,39.24,-6.32,0.67,4.39,4.17,-0.49,-0.20
0,1,-3,-55,-444,3922,0.01,0.10,-0.07,-0.55,-4.44,39.22,-6.33,0.68,4.39,4.18,-0.50,-0.21
1,1,-4,-59,-440,3915,0.01,0.10,-0.09,-0.59,-4.40,39.15,-6.34,0.70,4.39,4.16,-0.51,-0.15
1,2,-3,-52,-438,3917,0.02,0.10,-0.10,-0.52,-4.38,39.17,-6.35,0.72,4.39,4.17,-0.54,-0.24
1,2,-2,-46,-436,3918,0.02,0.10,-0.10,-0.46,-4.36,39.18,-6.35,0.70,4.39,4.17,-0.53,-0.33
0,2,-2,-52,-437,3914,0.02,0.10,-0.10,-0.52,-4.37,39.14,-6.36,0.72,4.39,4.19,-0.54,-0.33
0,3,-4,-48,-436,3914,0.02,0.11,-0.12,-0.48,-4.36,39.14,-6.36,0.70,4.39,4.19,-0.55,-0.18
1,3,-3,-44,-431,3908,0.02,0.12,-0.12,-0.44,-4.31,39.08,-6.34,0.69,4.39,4.16,-0.55,-0.27
1,3,-5,-49,-435,3902,0.03,0.12,-0.14,-0.49,-4.35,39.02,-6.35,0.70,4.39,4.17,-0.56,-0.12
1,4,-6,-37,-428,3907,0.03,0.14,-0.16,-0.37,-4.28,39.07,-6.34,0.69,4.39,4.16,-0.57,-0.06
1,4,-6,-30,-436,3903,0.03,0.15,-0.18,-0.30,-4.36,39.03,-6.35,0.67,4.39,4.16,-0.56,-0.08
1,3,-7,-36,-432,3907,0.04,0.15,-0.21,-0.36,-4.32,39.07,-6.34,0.65,4.39,4.15,-0.53,-0.02
3,1,-13,-40,-473,3914,0.05,0.14,-0.27,-0.40,-4.73,39.14,-6.36,0.65,4.40,4.12,-0.49,0.42
1,1,-13,-47,-446,3918,0.05,0.13,-0.32,-0.47,-4.46,39.18,-6.38,0.66,4.40,4.17,-0.49,0.37
-1,1,-12,-38,-443,3907,0.04,0.13,-0.36,-0.38,-4.43,39.07,-6.39,0.64,4.40,4.23,-0.48,0.24
-1,0,-13,-42,-449,3908,0.03,0.11,-0.40,-0.42,-4.49,39.08,-6.41,0.64,4.40,4.24,-0.45,0.28
0,1,-19,-49,-412,3906,0.03,0.11,-0.48,-0.49,-4.12,39.06,-6.39,0.64,4.40,4.21,-0.47,0.71
2,3,-15,-48,-439,3911,0.04,0.12,-0.52,-0.48,-4.39,39.11,-6.39,0.66,4.40,4.17,-0.53,0.32
-1,3,-7,-57,-415,3911,0.03,0.12,-0.51,-0.57,-4.15,39.11,-6.38,0.67,4.41,4.22,-0.54,-0.35
1,3,-7,-66,-432,3904,0.03,0.13,-0.50,-0.66,-4.32,39.04,-6.37,0.69,4.41,4.18,-0.55,-0.34
1,5,-4,-56,-436,3912,0.03,0.15,-0.48,-0.56,-4.36,39.12,-6.37,0.71,4.41,4.18,-0.61,-0.56
1,5,-4,-58,-430,3906,0.04,0.16,-0.46,-0.58,-4.30,39.06,-6.36,0.72,4.41,4.17,-0.62,-0.54
1,5,-5,-58,-440,3910,0.04,0.18,-0.44,-0.58,-4.40,39.10,-6.37,0.74,4.41,4.17,-0.64,-0.44
2,5,-4,-50,-436,3916,0.05,0.19,-0.42,-0.50,-4.36,39.16,-6.35,0.73,4.42,4.14,-0.63,-0.50
0,2,-2,-43,-431,3912,0.04,0.18,-0.39,-0.43,-4.31,39.12,-6.34,0.71,4.42,4.18,-0.56,-0.64
0,2,-1,-41,-437,3922,0.04,0.18,-0.36,-0.41,-4.37,39.22,-6.35,0.70,4.42,4.18,-0.55,-0.69
1,0,0,-49,-432,3908,0.04,0.16,-0.32,-0.49,-4.32,39.08,-6.33,0.70,4.42,4.15,-0.51,-0.74
0,0,1,-54,-432,3907,0.04,0.14,-0.28,-0.54,-4.32,39.07,-6.32,0.72,4.42,4.16,-0.52,-0.78
-1,-1,2,-52,-428,3906,0.03,0.12,-0.24,-0.52,-4.28,39.06,-6.31,0.73,4.42,4.18,-0.50,-0.82
-1,-2,2,-51,-422,3914,0.02,0.10,-0.21,-0.51,-4.22,39.14,-6.29,0.73,4.42,4.17,-0.47,-0.79
-2,-3,3,-39,-449,3904,0.00,0.07,-0.17,-0.39,-4.49,39.04,-6.31,0.72,4.42,4.20,-0.44,-0.83
-2,-3,2,-44,-436,3909,-0.01,0.04,-0.14,-0.44,-4.36,39.09,-6.32,0.71,4.42,4.21,-0.42,-0.71
0,-2,0,-42,-437,3903,-0.01,0.03,-0.12,-0.42,-4.37,39.03,-6.33,0.69,4.43,4.18,-0.43,-0.53
0,-3,0,-46,-441,3914,-0.01,0.01,-0.11,-0.46,-4.41,39.14,-6.35,0.69,4.43,4.19,-0.40,-0.52
0,-3,-1,-48,-437,3912,-0.01,-0.01,-0.11,-0.48,-4.37,39.12,-6.36,0.70,4.43,4.20,-0.39,-0.43
0,-2,-1,-44,-434,3910,-0.01,-0.02,-0.10,-0.44,-4.34,39.10,-6.35,0.68,4.43,4.20,-0.40,-0.42
0,-1,0,-47,-437,3916,-0.01,-0.03,-0.09,-0.47,-4.37,39.16,-6.37,0.68,4.43,4.21,-0.42,-0.50
0,-1,0,-53,-434,3909,-0.00,-0.03,-0.08,-0.53,-4.34,39.09,-6.36,0.70,4.43,4.20,-0.43,-0.49
0,0,-1,-48,-436,3906,-0.00,-0.03,-0.08,-0.48,-4.36,39.06,-6.38,0.70,4.43,4.21,-0.45,-0.40
0,0,0,-47,-435,3916,-0.00,-0.02,-0.07,-0.47,-4.35,39.16,-6.36,0.69,4.43,4.20,-0.45,-0.48
-1,-1,2,-54,-424,3908,-0.01,-0.03,-0.05,-0.54,-4.24,39.08,-6.35,0.70,4.43,4.21,-0.43,-0.62
0,-1,3,-49,-431,3910,-0.01,-0.03,-0.03,-0.49,-4.31,39.10,-6.33,0.70,4.43,4.18,-0.44,-0.68
-1,-2,0,-37,-442,3911,-0.01,-0.04,-0.03,-0.37,-4.42,39.11,-6.34,0.69,4.43,4.21,-0.40,-0.43
-1,-1,0,-39,-442,3903,-0.02,-0.04,-0.02,-0.39,-4.42,39.03,-6.35,0.68,4.43,4.22,-0.41,-0.42
