gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
0,0,-1,-67,-382,3911,-0.00,0.02,-0.05,-0.67,-3.82,39.11,-5.49,0.96,1.57,3.02,-0.53,-0.09
1,-1,-1,-63,-382,3901,0.00,0.02,-0.05,-0.63,-3.82,39.01,-5.51,0.95,1.57,3.01,-0.51,-0.09
0,2,-1,-70,-379,3909,0.00,0.03,-0.05,-0.70,-3.79,39.09,-5.51,0.97,1.57,3.03,-0.57,-0.09
-1,2,0,-57,-404,3913,-0.00,0.04,-0.05,-0.57,-4.04,39.13,-5.53,0.96,1.57,3.06,-0.57,-0.10
-2,0,-1,-65,-385,3905,-0.01,0.03,-0.05,-0.65,-3.85,39.05,-5.55,0.96,1.57,3.09,-0.54,-0.09
-1,1,0,-83,-378,3907,-0.02,0.04,-0.04,-0.83,-3.78,39.07,-5.55,0.98,1.57,3.07,-0.56,-0.10
-1,0,-1,-80,-379,3905,-0.02,0.03,-0.05,-0.80,-3.79,39.05,-5.55,1.00,1.57,3.07,-0.56,-0.09
1,-2,-1,-63,-372,3893,-0.02,0.02,-0.05,-0.63,-3.72,38.93,-5.53,0.99,1.57,3.03,-0.52,-0.09
2,0,-1,-48,-381,3900,-0.00,0.01,-0.05,-0.48,-3.81,39.00,-5.54,0.97,1.57,3.01,-0.54,-0.09
3,0,-1,-36,-379,3902,0.02,0.01,-0.05,-0.36,-3.79,39.02,-5.54,0.95,1.57,2.99,-0.53,-0.09
2,-1,0,-52,-388,3896,0.03,0.01,-0.05,-0.52,-3.88,38.96,-5.55,0.93,1.57,3.01,-0.50,-0.10
1,0,-1,-70,-386,3902,0.03,0.01,-0.05,-0.70,-3.86,39.02,-5.56,0.95,1.57,3.03,-0.52,-0.09
1,0,-1,-70,-378,3901,0.03,0.00,-0.05,-0.70,-3.78,39.01,-5.56,0.96,1.57,3.03,-0.53,-0.09
0,1,-1,-72,-371,3914,0.03,0.01,-0.05,-0.72,-3.71,39.14,-5.54,0.97,1.57,3.04,-0.55,-0.09
