gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
0,4,3,-3,-338,3908,0.00,0.01,0.38,-0.03,-3.38,39.08,-4.96,0.04,58.46,3.27,-0.11,-1.41
-1,-1,3,9,-343,3909,-0.00,0.00,0.36,0.09,-3.43,39.09,-4.96,0.02,58.46,3.30,0.00,-1.45
-1,-3,3,3,-345,3908,-0.01,-0.01,0.34,0.03,-3.45,39.08,-4.98,0.01,58.45,3.31,0.06,-1.48
0,-2,2,-3,-341,3905,-0.01,-0.03,0.32,-0.03,-3.41,39.05,-4.98,0.03,58.45,3.29,0.03,-1.40
-1,2,2,6,-340,3902,-0.01,-0.01,0.30,0.06,-3.40,39.02,-4.98,0.01,58.45,3.31,-0.04,-1.44
-1,3,2,-9,-336,3897,-0.02,0.01,0.28,-0.09,-3.36,38.97,-4.98,0.03,58.45,3.31,-0.08,-1.47
-1,1,3,-14,-336,3902,-0.02,0.01,0.27,-0.14,-3.36,39.02,-4.97,0.04,58.45,3.31,-0.05,-1.61
0,1,2,-21,-341,3905,-0.02,0.02,0.26,-0.21,-3.41,39.05,-4.97,0.06,58.45,3.29,-0.07,-1.52
-1,2,1,-17,-348,3905,-0.02,0.03,0.24,-0.17,-3.48,39.05,-4.98,0.08,58.45,3.31,-0.10,-1.43
-1,-3,0,-6,-348,3899,-0.03,0.01,0.21,-0.06,-3.48,38.99,-5.00,0.08,58.45,3.33,0.01,-1.36
-1,-4,0,6,-349,3893,-0.03,-0.02,0.19,0.06,-3.49,38.93,-5.01,0.07,58.45,3.34,0.04,-1.40
0,-3,2,14,-348,3900,-0.03,-0.03,0.19,0.14,-3.48,39.00,-5.02,0.05,58.45,3.32,0.04,-1.65
0,-4,2,18,-354,3889,-0.03,-0.05,0.18,0.18,-3.54,38.89,-5.03,0.03,58.44,3.32,0.08,-1.66
-1,-5,0,10,-336,3907,-0.03,-0.08,0.16,0.10,-3.36,39.07,-5.02,0.02,58.44,3.34,0.11,-1.46
0,-5,1,11,-334,3915,-0.03,-0.10,0.15,0.11,-3.34,39.15,-5.01,0.00,58.44,3.31,0.13,-1.59
