gyroADC_X,gyroADC_Y,gyroADC_Z,accADC_X,accADC_Y,accADC_Z,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,roll_IMU,pitch_IMU,yaw_IMU,roll_PID,pitch_PID,yaw_PID
-1,0,0,-67,-387,3892,0.01,0.01,-0.02,-0.67,-3.87,38.92,-5.67,0.96,1.65,2.50,-0.43,-0.11
0,-1,0,-77,-382,3912,0.01,0.01,-0.02,-0.77,-3.82,39.12,-5.66,0.98,1.65,2.49,-0.42,-0.11
0,1,0,-80,-379,3912,0.01,0.01,-0.01,-0.80,-3.79,39.12,-5.65,0.99,1.65,2.48,-0.46,-0.11
-1,2,-1,-74,-399,3906,0.00,0.02,-0.02,-0.74,-3.99,39.06,-5.66,1.00,1.65,2.51,-0.48,-0.10
-1,0,0,-73,-397,3913,-0.00,0.02,-0.02,-0.73,-3.97,39.13,-5.68,1.01,1.65,2.52,-0.45,-0.11
-1,1,0,-79,-390,3903,-0.01,0.02,-0.02,-0.79,-3.90,39.03,-5.68,1.03,1.65,2.52,-0.47,-0.11
0,1,-1,-69,-394,3904,-0.01,0.03,-0.02,-0.69,-3.94,39.04,-5.70,1.02,1.65,2.51,-0.47,-0.10
1,0,0,-65,-394,3911,-0.00,0.03,-0.02,-0.65,-3.94,39.11,-5.71,1.01,1.65,2.50,-0.45,-0.11
2,-1,-1,-57,-389,3900,0.01,0.02,-0.02,-0.57,-3.89,39.00,-5.71,0.99,1.65,2.48,-0.43,-0.10
1,-1,-1,-65,-382,3893,0.02,0.01,-0.03,-0.65,-3.82,38.93,-5.69,0.98,1.65,2.48,-0.42,-0.10
1,0,-1,-63,-387,3911,0.02,0.01,-0.03,-0.63,-3.87,39.11,-5.68,0.97,1.65,2.48,-0.43,-0.10
2,0,-1,-57,-388,3914,0.03,0.01,-0.03,-0.57,-3.88,39.14,-5.68,0.95,1.65,2.46,-0.42,-0.10
1,0,0,-73,-385,3912,0.03,0.01,-0.03,-0.73,-3.85,39.12,-5.67,0.97,1.65,2.47,-0.43,-0.11
1,1,0,-74,-395,3912,0.04,0.01,-0.03,-0.74,-3.95,39.12,-5.68,0.98,1.65,2.47,-0.45,-0.11
0,0,0,-66,-404,3894,0.03,0.01,-0.02,-0.66,-4.04,38.94,-5.70,0.98,1.66,2.50,-0.43,-0.11
0,0,0,-64,-392,3891,0.03,0.01,-0.02,-0.64,-3.92,38.91,-5.72,0.97,1.66,2.51,-0.43,-0.11
-1,0,0,-61,-382,3899,0.02,0.01,-0.02,-0.61,-3.82,38.99,-5.70,0.96,1.66,2.52,-0.42,-0.11
0,0,0,-67,-390,3902,0.02,0.01,-0.02,-0.67,-3.90,39.02,-5.71,0.97,1.66,2.51,-0.43,-0.11
1,0,-1,-58,-382,3908,0.02,0.01,-0.02,-0.58,-3.82,39.08,-5.69,0.96,1.66,2.48,-0.43,-0.10
1,0,0,-61,-388,3900,0.03,0.01,-0.02,-0.61,-3.88,39.00,-5.69,0.94,1.66,2.48,-0.42,-0.11
0,0,0,-60,-386,3889,0.02,0.01,-0.02,-0.60,-3.86,38.89,-5.68,0.93,1.66,2.49,-0.41,-0.11
0,1,0,-57,-383,3900,0.02,0.01,-0.02,-0.57,-3.83,39.00,-5.67,0.91,1.66,2.49,-0.42,-0.11
0,0,0,-70,-390,3913,0.02,0.01,-0.01,-0.70,-3.90,39.13,-5.68,0.93,1.66,2.49,-0.41,-0.11
1,0,0,-71,-393,3898,0.02,0.01,-0.01,-0.71,-3.93,38.98,-5.69,0.94,1.66,2.48,-0.42,-0.11
-1,0,1,-74,-388,3902,0.01,0.01,-0.01,-0.74,-3.88,39.02,-5.69,0.96,1.66,2.51,-0.43,-0.12
0,0,0,-70,-390,3911,0.01,0.01,-0.00,-0.70,-3.90,39.11,-5.69,0.98,1.66,2.50,-0.43,-0.11
1,1,0,-71,-386,3903,0.02,0.01,-0.00,-0.71,-3.86,39.03,-5.68,1.00,1.66,2.48,-0.46,-0.11
0,0,0,-66,-378,3906,0.02,0.01,-0.00,-0.66,-3.78,39.06,-5.66,0.99,1.66,2.49,-0.44,-0.11
0,0,-1,-57,-377,3903,0.01,0.01,-0.01,-0.57,-3.77,39.03,-5.65,0.98,1.66,2.48,-0.43,-0.11
-1,0,0,-51,-372,3906,0.01,0.01,-0.01,-0.51,-3.72,39.06,-5.64,0.97,1.65,2.49,-0.43,-0.11
0,1,0,-61,-380,3913,0.01,0.01,-0.01,-0.61,-3.80,39.13,-5.62,0.95,1.65,2.47,-0.44,-0.11
0,0,0,-55,-386,3900,0.01,0.01,-0.01,-0.55,-3.86,39.00,-5.63,0.94,1.65,2.47,-0.42,-0.11
